Iteration,Loss
1,0.29080657358876016
2,0.1440953178625725
3,0.10274794654506851
4,0.08647330785412924
5,0.07644248756586401
6,0.06718917817068445
7,0.05916643694694015
8,0.05614847130443646
9,0.05324275756784042
10,0.048708584745135154
11,0.05005137494502438
12,0.04353335710358763
13,0.04406888966030447
14,0.0407857250568844
15,0.03975808799527661
16,0.039470465062993995
17,0.03656236644478572
18,0.035914272981983277
19,0.035393215397761205
20,0.03425343304099386
21,0.03935722599516652
22,0.031628342639347565
23,0.030359402784001243
24,0.033771415707783733
25,0.03152324603700457
26,0.029055113510726087
27,0.02883453821762524
28,0.02899049743022897
29,0.027767178370897216
30,0.026350481972079672
31,0.030476346679883037
32,0.027960071652362042
33,0.024204557562318235
34,0.023020898021694994
35,0.02987433048218221
36,0.022061229936738057
37,0.023249366752093097
38,0.022305879364347636
39,0.02419334454396315
40,0.022718243997935077
41,0.026079495324301982
42,0.019787812156518033
43,0.024812933734748147
44,0.02105997774298763
45,0.02110867364065517
46,0.024133400617982907
47,0.019089062005782864
48,0.019276138466485408
49,0.023816997794398175
50,0.01881320267845792
51,0.01724144456916404
52,0.017722897954797395
53,0.0208890348919856
54,0.018072021548814054
55,0.017709036449384093
56,0.018174984598115344
57,0.017913499224861126
58,0.026575048134230374
59,0.018437866212221297
60,0.017754563335768716
61,0.02063289868046924
62,0.017176503536092923
63,0.01603049079479158
64,0.01840615333388142
65,0.01637007760909454
66,0.01674453934899175
67,0.021642265429704932
68,0.01549239286305753
69,0.01424259160664497
70,0.01686120892269051
71,0.01671427585813333
72,0.0148288606764999
73,0.017416202035878743
74,0.014934861885134558
75,0.016329197595830656
76,0.01511727312722543
77,0.013894694813653671
78,0.015565265413815726
79,0.016648369405726674
80,0.012556221739671157
81,0.01390672667977434
82,0.02092002458279385
83,0.014552159396361255
84,0.012140474419698698
85,0.014920654721190562
86,0.019716946881731767
87,0.012181287478565197
88,0.014193855947108664
89,0.013584019896450646
90,0.014593369189437745
91,0.020900608637963537
92,0.014847825318129592
93,0.011521383820689828
94,0.01109795125943208
95,0.013439457565159248
96,0.014148593451197648
97,0.0121665123038429
98,0.015198896117811899
99,0.013310791877197305
100,0.013601047319891736
