episode,step,state,action,next_state,reward,trajectory
100,9.0,347.0,1.0,83.0,0.7623711824417114,
100,10.0,83.0,2.0,77.0,0.7474733591079712,
100,11.0,77.0,0.0,75.0,0.6266946792602539,
100,12.0,75.0,1.0,310.0,0.5485838651657104,
100,13.0,310.0,1.0,236.0,0.6416708827018738,
100,14.0,236.0,1.0,376.0,0.9275128245353699,
100,15.0,376.0,0.0,231.0,0.7286873459815979,
100,16.0,231.0,0.0,199.0,0.9413442611694336,
100,17.0,199.0,0.0,216.0,0.2752459943294525,
100,,,,,,"[{'state': 324, 'action': 0}, {'state': 326, 'action': 1}, {'state': 280, 'action': 0}, {'state': 397, 'action': 0}, {'state': 385, 'action': 1}, {'state': 91, 'action': 0}, {'state': 85, 'action': 1}, {'state': 314, 'action': 0}, {'state': 347, 'action': 1}, {'state': 83, 'action': 2}, {'state': 77, 'action': 0}, {'state': 75, 'action': 1}, {'state': 310, 'action': 1}, {'state': 236, 'action': 1}, {'state': 376, 'action': 0}, {'state': 231, 'action': 0}, {'state': 199, 'action': 0}]"
101,1.0,395.0,0.0,7.0,0.31243476271629333,
101,2.0,7.0,0.0,340.0,0.322596937417984,
101,3.0,340.0,0.0,27.0,0.322118878364563,
101,4.0,27.0,0.0,72.0,0.2942061424255371,
101,5.0,72.0,0.0,409.0,0.3486633896827698,
101,6.0,409.0,0.0,365.0,0.5138185620307922,
101,7.0,365.0,0.0,362.0,0.6098750829696655,
101,8.0,362.0,0.0,358.0,0.710037112236023,
101,9.0,358.0,0.0,380.0,0.5918919444084167,
101,10.0,380.0,0.0,377.0,0.739566445350647,
101,11.0,377.0,0.0,42.0,0.7257076501846313,
101,12.0,42.0,0.0,47.0,0.37049806118011475,
101,13.0,47.0,0.0,355.0,0.7641800045967102,
101,14.0,355.0,0.0,19.0,0.7802945375442505,
101,15.0,19.0,0.0,24.0,0.6649202108383179,
101,16.0,24.0,0.0,349.0,0.5717339515686035,
101,17.0,349.0,0.0,313.0,0.6888945698738098,
101,18.0,313.0,0.0,79.0,0.79334557056427,
101,19.0,79.0,1.0,80.0,0.5160458087921143,
101,20.0,80.0,0.0,118.0,0.363923043012619,
101,21.0,118.0,0.0,124.0,0.5666213035583496,
101,,,,,,"[{'state': 395, 'action': 0}, {'state': 7, 'action': 0}, {'state': 340, 'action': 0}, {'state': 27, 'action': 0}, {'state': 72, 'action': 0}, {'state': 409, 'action': 0}, {'state': 365, 'action': 0}, {'state': 362, 'action': 0}, {'state': 358, 'action': 0}, {'state': 380, 'action': 0}, {'state': 377, 'action': 0}, {'state': 42, 'action': 0}, {'state': 47, 'action': 0}, {'state': 355, 'action': 0}, {'state': 19, 'action': 0}, {'state': 24, 'action': 0}, {'state': 349, 'action': 0}, {'state': 313, 'action': 0}, {'state': 79, 'action': 1}, {'state': 80, 'action': 0}, {'state': 118, 'action': 0}]"
102,1.0,324.0,0.0,326.0,0.590103268623352,
102,2.0,326.0,1.0,280.0,0.760877251625061,
102,3.0,280.0,0.0,397.0,0.6325223445892334,
102,4.0,397.0,0.0,385.0,0.4753584563732147,
102,5.0,385.0,1.0,91.0,1.2945078611373901,
102,6.0,91.0,0.0,85.0,0.6393229365348816,
102,7.0,85.0,1.0,314.0,0.5752124786376953,
102,8.0,314.0,0.0,347.0,0.6460022926330566,
102,9.0,347.0,1.0,83.0,0.818854570388794,
102,10.0,83.0,2.0,77.0,0.7437170743942261,
102,11.0,77.0,0.0,75.0,0.646277666091919,
102,12.0,75.0,1.0,310.0,0.46636393666267395,
102,13.0,310.0,0.0,237.0,0.5916947722434998,
102,14.0,237.0,1.0,233.0,0.7747226357460022,
102,15.0,233.0,1.0,234.0,0.6261187195777893,
102,16.0,234.0,0.0,200.0,0.7173725962638855,
102,17.0,200.0,1.0,208.0,0.7802213430404663,
102,18.0,208.0,1.0,145.0,0.7582607269287109,
102,19.0,145.0,1.0,146.0,0.7568025588989258,
102,20.0,146.0,0.0,148.0,0.7647337913513184,
102,21.0,148.0,0.0,227.0,0.771589994430542,
102,22.0,227.0,2.0,151.0,1.0219320058822632,
102,23.0,151.0,0.0,152.0,0.7874735593795776,
102,24.0,152.0,1.0,154.0,1.2456620931625366,
102,25.0,154.0,0.0,4.0,0.5569186210632324,
102,,,,,,"[{'state': 324, 'action': 0}, {'state': 326, 'action': 1}, {'state': 280, 'action': 0}, {'state': 397, 'action': 0}, {'state': 385, 'action': 1}, {'state': 91, 'action': 0}, {'state': 85, 'action': 1}, {'state': 314, 'action': 0}, {'state': 347, 'action': 1}, {'state': 83, 'action': 2}, {'state': 77, 'action': 0}, {'state': 75, 'action': 1}, {'state': 310, 'action': 0}, {'state': 237, 'action': 1}, {'state': 233, 'action': 1}, {'state': 234, 'action': 0}, {'state': 200, 'action': 1}, {'state': 208, 'action': 1}, {'state': 145, 'action': 1}, {'state': 146, 'action': 0}, {'state': 148, 'action': 0}, {'state': 227, 'action': 2}, {'state': 151, 'action': 0}, {'state': 152, 'action': 1}, {'state': 154, 'action': 0}]"
103,1.0,385.0,1.0,91.0,1.3433079719543457,
103,2.0,91.0,0.0,85.0,0.6402968168258667,
103,3.0,85.0,1.0,314.0,0.5416504740715027,
103,4.0,314.0,0.0,347.0,0.6981739401817322,
103,5.0,347.0,1.0,83.0,0.8713207840919495,
103,6.0,83.0,2.0,77.0,0.8092923164367676,
103,7.0,77.0,0.0,75.0,0.6512401700019836,
103,8.0,75.0,1.0,310.0,0.5047720074653625,
103,9.0,310.0,0.0,237.0,0.6126787662506104,
103,10.0,237.0,1.0,233.0,0.8082379102706909,
103,11.0,233.0,1.0,234.0,0.7284739017486572,
103,12.0,234.0,0.0,200.0,0.7903929948806763,
103,13.0,200.0,1.0,208.0,0.8270688652992249,
103,14.0,208.0,1.0,145.0,0.8875908255577087,
103,15.0,145.0,0.0,147.0,0.3625326454639435,
103,,,,,,"[{'state': 385, 'action': 1}, {'state': 91, 'action': 0}, {'state': 85, 'action': 1}, {'state': 314, 'action': 0}, {'state': 347, 'action': 1}, {'state': 83, 'action': 2}, {'state': 77, 'action': 0}, {'state': 75, 'action': 1}, {'state': 310, 'action': 0}, {'state': 237, 'action': 1}, {'state': 233, 'action': 1}, {'state': 234, 'action': 0}, {'state': 200, 'action': 1}, {'state': 208, 'action': 1}, {'state': 145, 'action': 0}]"
104,1.0,48.0,1.0,45.0,0.1070244163274765,
104,2.0,45.0,2.0,43.0,0.6272494792938232,
104,3.0,43.0,0.0,38.0,0.17468100786209106,
104,4.0,38.0,1.0,36.0,0.073956698179245,
104,5.0,36.0,2.0,248.0,0.4600334167480469,
104,6.0,248.0,1.0,30.0,0.39192309975624084,
104,7.0,30.0,1.0,236.0,0.446236252784729,
104,8.0,236.0,1.0,376.0,0.6850050687789917,
104,9.0,376.0,0.0,231.0,0.5919703841209412,
104,10.0,231.0,1.0,198.0,0.621819257736206,
104,11.0,198.0,1.0,196.0,0.7184903621673584,
104,12.0,196.0,1.0,195.0,0.6601507663726807,
104,13.0,195.0,1.0,180.0,0.6505131125450134,
104,14.0,180.0,1.0,315.0,0.7665003538131714,
104,15.0,315.0,1.0,185.0,0.6131448149681091,
104,16.0,185.0,1.0,179.0,0.7929162979125977,
104,17.0,179.0,2.0,418.0,0.8723553419113159,
104,18.0,418.0,1.0,251.0,0.7931919097900391,
104,19.0,251.0,1.0,164.0,0.6942236423492432,
104,20.0,164.0,1.0,174.0,0.7678504586219788,
104,21.0,174.0,0.0,159.0,0.8049423098564148,
104,22.0,159.0,0.0,167.0,0.787668764591217,
104,23.0,167.0,1.0,166.0,0.8428150415420532,
104,24.0,166.0,0.0,392.0,0.656486451625824,
104,,,,,,"[{'state': 48, 'action': 1}, {'state': 45, 'action': 2}, {'state': 43, 'action': 0}, {'state': 38, 'action': 1}, {'state': 36, 'action': 2}, {'state': 248, 'action': 1}, {'state': 30, 'action': 1}, {'state': 236, 'action': 1}, {'state': 376, 'action': 0}, {'state': 231, 'action': 1}, {'state': 198, 'action': 1}, {'state': 196, 'action': 1}, {'state': 195, 'action': 1}, {'state': 180, 'action': 1}, {'state': 315, 'action': 1}, {'state': 185, 'action': 1}, {'state': 179, 'action': 2}, {'state': 418, 'action': 1}, {'state': 251, 'action': 1}, {'state': 164, 'action': 1}, {'state': 174, 'action': 0}, {'state': 159, 'action': 0}, {'state': 167, 'action': 1}, {'state': 166, 'action': 0}]"
105,1.0,395.0,0.0,7.0,0.18998517096042633,
105,2.0,7.0,0.0,340.0,0.2888181507587433,
105,3.0,340.0,0.0,27.0,0.29217055439949036,
105,4.0,27.0,0.0,72.0,0.21914149820804596,
105,5.0,72.0,0.0,409.0,0.31025829911231995,
105,6.0,409.0,0.0,365.0,0.41541582345962524,
105,7.0,365.0,0.0,362.0,0.5363382697105408,
105,8.0,362.0,0.0,358.0,0.7205257415771484,
105,9.0,358.0,0.0,380.0,0.5082467198371887,
105,10.0,380.0,0.0,377.0,0.44119927287101746,
105,11.0,377.0,0.0,42.0,0.44915491342544556,
105,12.0,42.0,0.0,47.0,0.3281254768371582,
105,13.0,47.0,0.0,355.0,0.7567824125289917,
105,14.0,355.0,0.0,19.0,0.7029222249984741,
105,15.0,19.0,0.0,24.0,0.7214167714118958,
105,16.0,24.0,0.0,349.0,0.5403500199317932,
105,17.0,349.0,0.0,313.0,1.6606839895248413,
105,18.0,313.0,0.0,79.0,0.7677433490753174,
105,19.0,79.0,0.0,81.0,0.73745197057724,
105,20.0,81.0,0.0,117.0,0.8271856904029846,
105,,,,,,"[{'state': 395, 'action': 0}, {'state': 7, 'action': 0}, {'state': 340, 'action': 0}, {'state': 27, 'action': 0}, {'state': 72, 'action': 0}, {'state': 409, 'action': 0}, {'state': 365, 'action': 0}, {'state': 362, 'action': 0}, {'state': 358, 'action': 0}, {'state': 380, 'action': 0}, {'state': 377, 'action': 0}, {'state': 42, 'action': 0}, {'state': 47, 'action': 0}, {'state': 355, 'action': 0}, {'state': 19, 'action': 0}, {'state': 24, 'action': 0}, {'state': 349, 'action': 0}, {'state': 313, 'action': 0}, {'state': 79, 'action': 0}, {'state': 81, 'action': 0}]"
106,1.0,390.0,0.0,344.0,0.2954370677471161,
106,2.0,344.0,0.0,168.0,0.495866984128952,
106,3.0,168.0,1.0,374.0,0.6579477787017822,
106,4.0,374.0,1.0,156.0,0.670210599899292,
106,5.0,156.0,0.0,157.0,0.67984539270401,
106,6.0,157.0,0.0,176.0,0.6742473840713501,
106,7.0,176.0,0.0,177.0,0.7162331342697144,
106,8.0,177.0,0.0,189.0,0.6816043853759766,
106,9.0,189.0,1.0,190.0,0.564543604850769,
106,10.0,190.0,0.0,211.0,0.5532004833221436,
106,11.0,211.0,1.0,202.0,0.7397193312644958,
106,12.0,202.0,0.0,235.0,0.6453685164451599,
106,13.0,235.0,1.0,245.0,0.3485549986362457,
106,14.0,245.0,0.0,239.0,0.7194715738296509,
106,15.0,239.0,0.0,241.0,1.5334370136260986,
106,16.0,241.0,0.0,242.0,0.6794620156288147,
106,,,,,,"[{'state': 390, 'action': 0}, {'state': 344, 'action': 0}, {'state': 168, 'action': 1}, {'state': 374, 'action': 1}, {'state': 156, 'action': 0}, {'state': 157, 'action': 0}, {'state': 176, 'action': 0}, {'state': 177, 'action': 0}, {'state': 189, 'action': 1}, {'state': 190, 'action': 0}, {'state': 211, 'action': 1}, {'state': 202, 'action': 0}, {'state': 235, 'action': 1}, {'state': 245, 'action': 0}, {'state': 239, 'action': 0}, {'state': 241, 'action': 0}]"
107,1.0,393.0,1.0,95.0,0.20717987418174744,
107,2.0,95.0,1.0,376.0,0.6039173603057861,
107,3.0,376.0,0.0,231.0,0.5037972331047058,
107,4.0,231.0,1.0,198.0,0.7001519203186035,
107,5.0,198.0,1.0,196.0,0.7485580444335938,
107,6.0,196.0,1.0,195.0,0.7429474592208862,
107,7.0,195.0,1.0,180.0,0.8309234976768494,
107,8.0,180.0,1.0,315.0,0.8128794431686401,
107,9.0,315.0,1.0,185.0,0.7027930617332458,
107,10.0,185.0,1.0,179.0,0.8320281505584717,
107,11.0,179.0,2.0,418.0,0.6295384168624878,
107,12.0,418.0,1.0,251.0,0.8396070599555969,
107,13.0,251.0,1.0,164.0,0.8014328479766846,
107,14.0,164.0,1.0,174.0,0.8601935505867004,
107,15.0,174.0,0.0,159.0,0.7977985143661499,
107,16.0,159.0,0.0,167.0,0.7805037498474121,
107,17.0,167.0,1.0,166.0,0.906959056854248,
107,18.0,166.0,0.0,392.0,0.83248370885849,
107,,,,,,"[{'state': 393, 'action': 1}, {'state': 95, 'action': 1}, {'state': 376, 'action': 0}, {'state': 231, 'action': 1}, {'state': 198, 'action': 1}, {'state': 196, 'action': 1}, {'state': 195, 'action': 1}, {'state': 180, 'action': 1}, {'state': 315, 'action': 1}, {'state': 185, 'action': 1}, {'state': 179, 'action': 2}, {'state': 418, 'action': 1}, {'state': 251, 'action': 1}, {'state': 164, 'action': 1}, {'state': 174, 'action': 0}, {'state': 159, 'action': 0}, {'state': 167, 'action': 1}, {'state': 166, 'action': 0}]"
108,1.0,176.0,0.0,177.0,0.8707687854766846,
108,2.0,177.0,0.0,189.0,0.593921422958374,
108,3.0,189.0,1.0,190.0,0.7983320951461792,
108,4.0,190.0,0.0,211.0,0.7516090273857117,
108,5.0,211.0,1.0,202.0,0.9196866750717163,
108,6.0,202.0,0.0,235.0,0.6619564294815063,
108,7.0,235.0,0.0,246.0,0.5572115778923035,
108,8.0,246.0,0.0,34.0,0.7651796340942383,
108,9.0,34.0,0.0,33.0,0.6844502091407776,
108,10.0,33.0,0.0,31.0,0.6790361404418945,
108,11.0,31.0,0.0,357.0,0.691798746585846,
108,12.0,357.0,0.0,40.0,0.6925042867660522,
108,13.0,40.0,1.0,49.0,0.6594471335411072,
108,14.0,49.0,1.0,364.0,0.7114794254302979,
108,15.0,364.0,1.0,48.0,3.394192934036255,
108,16.0,48.0,0.0,44.0,0.4912533462047577,
108,17.0,44.0,0.0,51.0,1.0275089740753174,
108,,,,,,"[{'state': 176, 'action': 0}, {'state': 177, 'action': 0}, {'state': 189, 'action': 1}, {'state': 190, 'action': 0}, {'state': 211, 'action': 1}, {'state': 202, 'action': 0}, {'state': 235, 'action': 0}, {'state': 246, 'action': 0}, {'state': 34, 'action': 0}, {'state': 33, 'action': 0}, {'state': 31, 'action': 0}, {'state': 357, 'action': 0}, {'state': 40, 'action': 1}, {'state': 49, 'action': 1}, {'state': 364, 'action': 1}, {'state': 48, 'action': 0}, {'state': 44, 'action': 0}]"
109,1.0,376.0,0.0,231.0,0.5534487962722778,
109,2.0,231.0,1.0,198.0,0.6357638239860535,
109,3.0,198.0,1.0,196.0,0.7298111319541931,
109,4.0,196.0,1.0,195.0,0.6902399659156799,
109,5.0,195.0,1.0,180.0,0.6524482369422913,
109,6.0,180.0,1.0,315.0,0.8197399377822876,
109,7.0,315.0,1.0,185.0,0.5970929265022278,
109,8.0,185.0,1.0,179.0,0.7790876626968384,
109,9.0,179.0,2.0,418.0,0.6729323863983154,
109,10.0,418.0,1.0,251.0,0.8391860723495483,
109,11.0,251.0,1.0,164.0,0.6558011174201965,
109,12.0,164.0,1.0,174.0,0.7925165891647339,
109,13.0,174.0,0.0,159.0,0.7932510375976562,
109,14.0,159.0,0.0,167.0,0.7684320211410522,
109,15.0,167.0,1.0,166.0,0.9050588011741638,
109,16.0,166.0,0.0,392.0,0.74167799949646,
109,,,,,,"[{'state': 376, 'action': 0}, {'state': 231, 'action': 1}, {'state': 198, 'action': 1}, {'state': 196, 'action': 1}, {'state': 195, 'action': 1}, {'state': 180, 'action': 1}, {'state': 315, 'action': 1}, {'state': 185, 'action': 1}, {'state': 179, 'action': 2}, {'state': 418, 'action': 1}, {'state': 251, 'action': 1}, {'state': 164, 'action': 1}, {'state': 174, 'action': 0}, {'state': 159, 'action': 0}, {'state': 167, 'action': 1}, {'state': 166, 'action': 0}]"
110,1.0,324.0,0.0,326.0,0.5097693204879761,
110,2.0,326.0,1.0,280.0,0.7258234024047852,
110,3.0,280.0,0.0,397.0,0.6900326013565063,
110,4.0,397.0,0.0,385.0,0.6189585328102112,
110,5.0,385.0,1.0,91.0,0.6414508819580078,
110,6.0,91.0,0.0,85.0,0.607503354549408,
110,7.0,85.0,1.0,314.0,0.5078441500663757,
110,8.0,314.0,0.0,347.0,0.7469707131385803,
110,9.0,347.0,1.0,83.0,0.8159695267677307,
110,10.0,83.0,2.0,77.0,0.7078820466995239,
110,11.0,77.0,0.0,75.0,0.6731387972831726,
110,12.0,75.0,0.0,309.0,0.7978593707084656,
110,13.0,309.0,1.0,356.0,1.1569346189498901,
110,14.0,356.0,0.0,35.0,0.6849960684776306,
110,15.0,35.0,1.0,338.0,0.578691840171814,
110,16.0,338.0,1.0,361.0,1.0571372509002686,
110,17.0,361.0,0.0,353.0,0.9224748015403748,
110,18.0,353.0,0.0,51.0,0.8528044819831848,
110,,,,,,"[{'state': 324, 'action': 0}, {'state': 326, 'action': 1}, {'state': 280, 'action': 0}, {'state': 397, 'action': 0}, {'state': 385, 'action': 1}, {'state': 91, 'action': 0}, {'state': 85, 'action': 1}, {'state': 314, 'action': 0}, {'state': 347, 'action': 1}, {'state': 83, 'action': 2}, {'state': 77, 'action': 0}, {'state': 75, 'action': 0}, {'state': 309, 'action': 1}, {'state': 356, 'action': 0}, {'state': 35, 'action': 1}, {'state': 338, 'action': 1}, {'state': 361, 'action': 0}, {'state': 353, 'action': 0}]"
111,1.0,390.0,0.0,344.0,0.3056303858757019,
111,2.0,344.0,0.0,168.0,0.5104049444198608,
111,3.0,168.0,1.0,374.0,0.6468786001205444,
111,4.0,374.0,1.0,156.0,0.6640090346336365,
111,5.0,156.0,0.0,157.0,0.6830438375473022,
111,6.0,157.0,0.0,176.0,0.6650217175483704,
111,7.0,176.0,0.0,177.0,0.7128674983978271,
111,8.0,177.0,0.0,189.0,0.6771519780158997,
111,9.0,189.0,1.0,190.0,0.563879132270813,
111,10.0,190.0,0.0,211.0,0.5444887280464172,
111,11.0,211.0,1.0,202.0,0.747978687286377,
111,12.0,202.0,0.0,235.0,0.6382061243057251,
111,13.0,235.0,1.0,245.0,0.3617861866950989,
111,14.0,245.0,0.0,239.0,0.7263301014900208,
111,15.0,239.0,0.0,241.0,1.3919878005981445,
111,16.0,241.0,0.0,242.0,0.6559005975723267,
111,,,,,,"[{'state': 390, 'action': 0}, {'state': 344, 'action': 0}, {'state': 168, 'action': 1}, {'state': 374, 'action': 1}, {'state': 156, 'action': 0}, {'state': 157, 'action': 0}, {'state': 176, 'action': 0}, {'state': 177, 'action': 0}, {'state': 189, 'action': 1}, {'state': 190, 'action': 0}, {'state': 211, 'action': 1}, {'state': 202, 'action': 0}, {'state': 235, 'action': 1}, {'state': 245, 'action': 0}, {'state': 239, 'action': 0}, {'state': 241, 'action': 0}]"
112,1.0,400.0,0.0,286.0,0.6042611598968506,
112,2.0,286.0,0.0,235.0,0.538706362247467,
112,3.0,235.0,0.0,246.0,0.4712929129600525,
112,4.0,246.0,0.0,34.0,0.6841334700584412,
112,5.0,34.0,0.0,33.0,0.627748429775238,
112,6.0,33.0,0.0,31.0,0.5266759991645813,
112,7.0,31.0,0.0,357.0,0.523627758026123,
112,8.0,357.0,0.0,40.0,0.6441003680229187,
112,9.0,40.0,0.0,50.0,0.6666058897972107,
112,10.0,50.0,1.0,20.0,0.520371675491333,
112,11.0,20.0,0.0,23.0,0.8092264533042908,
112,12.0,23.0,0.0,73.0,0.7776504755020142,
112,13.0,73.0,0.0,22.0,0.5210328102111816,
112,14.0,22.0,0.0,329.0,0.7094517946243286,
112,15.0,329.0,0.0,89.0,0.6372627019882202,
112,16.0,89.0,0.0,281.0,0.7703127861022949,
112,17.0,281.0,0.0,325.0,0.5216840505599976,
112,,,,,,"[{'state': 400, 'action': 0}, {'state': 286, 'action': 0}, {'state': 235, 'action': 0}, {'state': 246, 'action': 0}, {'state': 34, 'action': 0}, {'state': 33, 'action': 0}, {'state': 31, 'action': 0}, {'state': 357, 'action': 0}, {'state': 40, 'action': 0}, {'state': 50, 'action': 1}, {'state': 20, 'action': 0}, {'state': 23, 'action': 0}, {'state': 73, 'action': 0}, {'state': 22, 'action': 0}, {'state': 329, 'action': 0}, {'state': 89, 'action': 0}, {'state': 281, 'action': 0}]"
113,1.0,345.0,1.0,169.0,0.41969284415245056,
113,2.0,169.0,0.0,369.0,0.7587682008743286,
113,3.0,369.0,0.0,168.0,0.630027174949646,
113,4.0,168.0,1.0,374.0,0.7970530986785889,
113,5.0,374.0,1.0,156.0,0.7263537049293518,
113,6.0,156.0,0.0,157.0,0.6607876420021057,
113,7.0,157.0,0.0,176.0,0.6343098282814026,
113,8.0,176.0,0.0,177.0,0.7847456336021423,
113,9.0,177.0,0.0,189.0,0.6198399066925049,
113,10.0,189.0,1.0,190.0,0.6819718480110168,
113,11.0,190.0,0.0,211.0,0.6981629133224487,
113,12.0,211.0,1.0,202.0,0.8004338145256042,
113,13.0,202.0,0.0,235.0,0.5378987193107605,
113,14.0,235.0,0.0,246.0,0.46964311599731445,
113,15.0,246.0,0.0,34.0,0.6967014074325562,
113,16.0,34.0,0.0,33.0,0.640865683555603,
113,17.0,33.0,0.0,31.0,0.5306018590927124,
113,18.0,31.0,0.0,357.0,0.5214207172393799,
113,19.0,357.0,0.0,40.0,0.6577699780464172,
113,20.0,40.0,0.0,50.0,0.6842851042747498,
113,21.0,50.0,1.0,20.0,0.5744993686676025,
113,22.0,20.0,0.0,23.0,0.8403916358947754,
113,23.0,23.0,0.0,73.0,0.7998908162117004,
113,24.0,73.0,0.0,22.0,0.5701043605804443,
113,25.0,22.0,0.0,329.0,0.7163709402084351,
113,26.0,329.0,0.0,89.0,0.7056127786636353,
113,,,,,,"[{'state': 345, 'action': 1}, {'state': 169, 'action': 0}, {'state': 369, 'action': 0}, {'state': 168, 'action': 1}, {'state': 374, 'action': 1}, {'state': 156, 'action': 0}, {'state': 157, 'action': 0}, {'state': 176, 'action': 0}, {'state': 177, 'action': 0}, {'state': 189, 'action': 1}, {'state': 190, 'action': 0}, {'state': 211, 'action': 1}, {'state': 202, 'action': 0}, {'state': 235, 'action': 0}, {'state': 246, 'action': 0}, {'state': 34, 'action': 0}, {'state': 33, 'action': 0}, {'state': 31, 'action': 0}, {'state': 357, 'action': 0}, {'state': 40, 'action': 0}, {'state': 50, 'action': 1}, {'state': 20, 'action': 0}, {'state': 23, 'action': 0}, {'state': 73, 'action': 0}, {'state': 22, 'action': 0}, {'state': 329, 'action': 0}]"
114,1.0,414.0,0.0,252.0,0.087496817111969,
114,2.0,252.0,1.0,334.0,0.08162148296833038,
114,3.0,334.0,0.0,157.0,0.380268931388855,
114,4.0,157.0,0.0,176.0,0.7022695541381836,
114,5.0,176.0,0.0,177.0,0.7154065370559692,
114,6.0,177.0,0.0,189.0,0.678459644317627,
114,7.0,189.0,1.0,190.0,0.6074768900871277,
114,8.0,190.0,0.0,211.0,0.5817275047302246,
114,9.0,211.0,1.0,202.0,0.7367512583732605,
114,10.0,202.0,0.0,235.0,0.6922107934951782,
114,11.0,235.0,1.0,245.0,0.3352013826370239,
114,12.0,245.0,0.0,239.0,0.7098038792610168,
114,13.0,239.0,0.0,241.0,1.6188706159591675,
114,14.0,241.0,0.0,242.0,0.6816518902778625,
114,,,,,,"[{'state': 414, 'action': 0}, {'state': 252, 'action': 1}, {'state': 334, 'action': 0}, {'state': 157, 'action': 0}, {'state': 176, 'action': 0}, {'state': 177, 'action': 0}, {'state': 189, 'action': 1}, {'state': 190, 'action': 0}, {'state': 211, 'action': 1}, {'state': 202, 'action': 0}, {'state': 235, 'action': 1}, {'state': 245, 'action': 0}, {'state': 239, 'action': 0}, {'state': 241, 'action': 0}]"
115,1.0,324.0,0.0,326.0,0.4443717896938324,
115,2.0,326.0,1.0,280.0,0.6469177007675171,
115,3.0,280.0,0.0,397.0,0.5773221254348755,
115,4.0,397.0,0.0,385.0,0.34374555945396423,
115,5.0,385.0,1.0,91.0,4.149040699005127,
115,6.0,91.0,0.0,85.0,0.6009165048599243,
115,7.0,85.0,1.0,314.0,0.5571953654289246,
115,8.0,314.0,0.0,347.0,0.6060932278633118,
115,9.0,347.0,1.0,83.0,1.2011722326278687,
115,10.0,83.0,2.0,77.0,0.7439659833908081,
115,11.0,77.0,0.0,75.0,0.5791575312614441,
115,12.0,75.0,1.0,310.0,0.4441568851470947,
115,13.0,310.0,0.0,237.0,0.5545292496681213,
115,14.0,237.0,1.0,233.0,0.9844213724136353,
115,15.0,233.0,0.0,235.0,0.8658860921859741,
115,16.0,235.0,1.0,245.0,0.4209549129009247,
115,17.0,245.0,0.0,239.0,0.7279967665672302,
115,18.0,239.0,1.0,240.0,0.19999152421951294,
115,,,,,,"[{'state': 324, 'action': 0}, {'state': 326, 'action': 1}, {'state': 280, 'action': 0}, {'state': 397, 'action': 0}, {'state': 385, 'action': 1}, {'state': 91, 'action': 0}, {'state': 85, 'action': 1}, {'state': 314, 'action': 0}, {'state': 347, 'action': 1}, {'state': 83, 'action': 2}, {'state': 77, 'action': 0}, {'state': 75, 'action': 1}, {'state': 310, 'action': 0}, {'state': 237, 'action': 1}, {'state': 233, 'action': 0}, {'state': 235, 'action': 1}, {'state': 245, 'action': 0}, {'state': 239, 'action': 1}]"
116,1.0,91.0,0.0,85.0,0.654097318649292,
116,2.0,85.0,1.0,314.0,0.590278148651123,
116,3.0,314.0,0.0,347.0,0.6567859053611755,
116,4.0,347.0,1.0,83.0,0.8694117069244385,
116,5.0,83.0,2.0,77.0,0.8550122976303101,
116,6.0,77.0,0.0,75.0,0.6587300896644592,
116,7.0,75.0,1.0,310.0,0.4747120440006256,
116,8.0,310.0,0.0,237.0,0.6151160001754761,
116,9.0,237.0,1.0,233.0,0.7974870204925537,
116,10.0,233.0,1.0,234.0,0.644295334815979,
116,11.0,234.0,0.0,200.0,0.7340158224105835,
116,12.0,200.0,1.0,208.0,0.8388568758964539,
116,13.0,208.0,1.0,145.0,0.8072549104690552,
116,14.0,145.0,1.0,146.0,0.9299706220626831,
116,15.0,146.0,0.0,148.0,0.781215488910675,
116,16.0,148.0,0.0,227.0,0.7864430546760559,
116,17.0,227.0,2.0,151.0,1.0613032579421997,
116,18.0,151.0,0.0,152.0,0.8057938814163208,
116,19.0,152.0,1.0,154.0,1.4032752513885498,
116,20.0,154.0,0.0,4.0,0.5358014106750488,
116,,,,,,"[{'state': 91, 'action': 0}, {'state': 85, 'action': 1}, {'state': 314, 'action': 0}, {'state': 347, 'action': 1}, {'state': 83, 'action': 2}, {'state': 77, 'action': 0}, {'state': 75, 'action': 1}, {'state': 310, 'action': 0}, {'state': 237, 'action': 1}, {'state': 233, 'action': 1}, {'state': 234, 'action': 0}, {'state': 200, 'action': 1}, {'state': 208, 'action': 1}, {'state': 145, 'action': 1}, {'state': 146, 'action': 0}, {'state': 148, 'action': 0}, {'state': 227, 'action': 2}, {'state': 151, 'action': 0}, {'state': 152, 'action': 1}, {'state': 154, 'action': 0}]"
117,1.0,367.0,1.0,400.0,0.4720701575279236,
117,2.0,400.0,1.0,287.0,0.7364270091056824,
117,3.0,287.0,0.0,200.0,0.6456778049468994,
117,4.0,200.0,1.0,208.0,0.6503496766090393,
117,5.0,208.0,1.0,145.0,0.7106093764305115,
117,6.0,145.0,1.0,146.0,0.9675949811935425,
117,7.0,146.0,0.0,148.0,0.698428213596344,
117,8.0,148.0,0.0,227.0,0.7042683362960815,
117,9.0,227.0,2.0,151.0,1.0692521333694458,
117,10.0,151.0,0.0,152.0,0.7190757989883423,
117,11.0,152.0,0.0,153.0,0.5208373069763184,
117,12.0,153.0,0.0,155.0,0.28098171949386597,
117,13.0,155.0,1.0,164.0,0.3561515212059021,
